150 16762
20 105 2
20 106 7
20 107 4
20 108 4
20 109 8
20 110 4
20 111 6
20 112 1
20 113 7
20 116 3
20 117 2
20 118 5
20 119 3
20 120 8
20 121 6
20 123 6
20 124 6
20 125 1
20 126 2
20 127 3
20 128 4
20 129 9
20 130 2
20 131 9
20 132 5
20 133 8
20 136 4
20 137 2
20 138 8
20 139 5
20 141 3
20 142 1
20 143 5
20 144 6
20 145 3
20 146 5
20 147 6
20 149 2
21 0 2
21 1 2
21 2 9
21 5 6
21 6 4
21 7 9
21 9 6
21 10 3
21 11 4
21 12 9
21 13 2
21 14 9
21 15 3
21 17 6
21 19 2
21 20 4
21 22 9
21 23 9
21 24 4
21 25 4
21 28 3
21 29 7
21 30 7
21 31 9
21 32 4
21 33 8
21 34 7
21 35 9
21 36 6
21 37 8
21 38 4
21 39 2
21 40 6
21 42 2
21 44 9
21 47 5
21 48 9
21 50 4
21 51 8
21 52 7
21 54 3
21 55 6
21 56 5
21 58 9
21 59 3
21 60 9
21 61 5
21 64 3
21 65 2
21 66 2
21 67 9
21 68 9
21 69 4
21 70 5
21 71 9
21 72 2
21 73 8
21 75 5
21 76 2
21 77 1
21 78 8
21 79 7
21 81 5
21 82 7
21 84 6
21 85 4
21 86 5
21 87 9
21 88 1
21 89 1
21 92 7
21 94 6
21 95 9
21 96 8
21 97 9
21 98 6
21 99 1
21 101 9
21 102 2
21 103 3
21 105 6
21 106 5
21 107 4
21 108 5
21 109 4
21 110 4
21 111 6
21 112 2
21 113 5
21 114 4
21 115 6
21 116 3
21 117 4
21 119 8
21 120 5
21 122 8
21 123 4
21 124 4
21 125 1
21 126 6
21 127 1
21 128 6
21 130 3
21 131 1
21 132 1
21 133 3
21 134 7
21 135 1
21 138 5
21 140 9
21 141 6
21 142 5
21 143 9
21 147 1
21 149 5
22 0 6
22 1 8
22 2 7
22 3 5
22 4 1
22 5 1
22 10 5
22 11 3
22 13 2
22 14 2
22 15 9
22 16 2
22 18 1
22 19 3
22 21 9
22 24 9
22 25 2
22 27 3
22 29 7
22 30 5
22 31 6
22 34 4
22 35 4
22 37 2
22 38 5
22 39 5
22 40 6
22 41 8
22 42 5
22 43 7
22 45 6
22 46 8
22 48 7
22 50 7
22 51 3
22 52 7
22 53 4
22 54 5
22 55 8
22 57 7
22 58 6
22 59 6
22 60 5
22 61 9
22 62 4
22 64 3
22 65 7
22 66 6
22 69 9
22 70 8
22 71 9
22 72 6
22 73 8
22 74 3
22 75 1
22 76 9
22 78 8
22 79 9
22 80 9
22 81 3
22 84 9
22 85 6
22 86 7
22 88 4
22 89 5
22 90 3
22 91 1
22 92 2
22 95 6
22 97 4
22 98 7
22 99 6
22 100 2
22 101 9
22 102 5
22 104 9
22 105 8
22 107 9
22 108 5
22 110 8
22 112 1
22 113 8
22 115 1
22 116 9
22 117 1
22 118 8
22 119 9
22 120 1
22 121 9
22 123 9
22 124 8
22 125 1
22 126 8
22 128 3
22 129 3
22 131 9
22 132 1
22 133 3
22 134 2
22 135 7
22 136 4
22 137 5
22 139 6
22 140 3
22 141 2
22 142 1
22 145 8
22 146 2
22 147 1
22 148 6
22 149 7
23 1 1
23 3 1
23 4 5
23 5 5
23 6 5
23 7 6
23 8 8
23 9 1
23 11 4
23 12 2
23 13 4
23 15 5
23 16 7
23 17 7
23 18 6
23 19 2
23 20 6
23 21 2
23 22 5
23 24 8
23 25 7
23 26 1
23 28 7
23 30 5
23 31 1
23 32 4
23 34 4
23 35 8
23 37 5
23 38 2
23 39 7
23 40 4
23 41 7
23 43 8
23 44 1
23 45 1
23 46 7
23 47 9
23 48 6
23 49 2
23 50 5
23 51 6
23 53 8
23 54 5
23 55 9
23 57 5
23 58 9
23 59 8
23 60 3
23 61 4
23 62 4
23 63 3
23 64 1
23 66 1
23 67 1
23 69 3
23 70 1
23 71 1
23 73 8
23 74 9
23 75 3
23 76 6
23 77 2
23 78 1
23 79 4
23 81 8
23 82 5
23 83 2
23 84 5
23 87 5
23 88 3
23 89 2
23 90 1
23 91 8
23 92 4
23 93 3
23 94 5
23 95 3
23 96 9
23 97 1
23 98 2
23 99 8
23 100 3
23 101 9
23 102 1
23 104 8
23 105 1
23 106 7
23 107 8
23 108 3
23 109 9
23 110 2
23 111 9
23 112 2
23 113 8
23 114 6
23 116 3
23 117 2
23 119 1
23 120 1
23 121 8
23 123 4
23 124 5
23 126 1
23 127 4
23 128 5
23 129 4
23 130 5
23 131 9
23 132 7
23 134 5
23 135 2
23 136 8
23 138 2
23 139 5
23 141 1
23 142 6
23 144 4
23 145 7
23 146 2
23 147 9
23 148 2
23 149 7
24 1 2
24 2 6
24 3 5
24 4 2
24 5 6
24 6 4
24 7 4
24 8 4
24 9 7
24 11 1
24 12 1
24 13 7
24 14 9
24 15 5
24 16 3
24 17 5
24 18 5
24 19 5
24 20 3
24 21 4
24 22 2
24 23 7
24 25 6
24 26 9
24 27 4
24 28 4
24 29 6
24 30 1
24 31 6
24 33 1
24 34 9
24 35 3
24 36 2
24 38 8
24 39 3
24 40 7
24 43 4
24 44 8
24 45 3
24 46 2
24 47 8
24 48 4
24 49 9
24 51 4
24 52 3
24 53 4
24 54 2
24 55 1
24 56 2
24 57 1
24 58 6
24 59 8
24 60 8
24 61 7
24 62 4
24 63 4
24 64 6
24 65 6
24 66 2
24 67 1
24 68 8
24 69 2
24 70 1
24 71 4
24 73 5
24 74 8
24 75 6
24 79 8
24 80 4
24 81 8
24 82 2
24 83 6
24 84 5
24 85 6
24 86 4
24 87 9
24 88 4
24 89 5
24 91 8
24 93 5
24 94 2
24 95 1
24 96 3
24 97 4
24 98 2
24 99 1
24 100 1
24 101 4
24 102 9
24 105 3
24 106 9
24 108 9
24 109 9
24 110 1
24 111 7
24 112 8
24 113 5
24 115 6
24 117 5
24 118 9
24 119 6
24 121 5
24 122 3
24 123 6
24 125 4
24 126 8
24 127 1
24 128 5
24 129 6
24 130 1
24 131 2
24 133 7
24 135 6
24 137 2
24 139 9
24 140 3
24 141 5
24 144 5
24 145 6
24 146 3
24 147 4
24 148 3
24 149 1
25 0 5
25 2 1
25 3 5
25 4 3
25 5 9
25 6 5
25 8 5
25 10 3
25 11 3
25 12 9
25 13 2
25 15 4
25 16 8
25 17 4
25 18 9
25 19 7
25 21 6
25 22 8
25 24 9
25 26 6
25 27 8
25 28 4
25 32 9
25 33 6
25 34 5
25 37 3
25 39 4
25 40 2
25 41 9
25 42 8
25 43 9
25 44 3
25 45 3
25 48 2
25 50 4
25 53 3
25 55 5
25 56 8
25 57 7
25 58 1
25 61 6
25 62 6
25 63 3
25 64 4
25 65 4
25 67 9
25 69 6
25 70 4
25 73 8
25 74 2
25 75 8
25 77 9
25 79 2
25 81 9
25 82 5
25 83 6
25 85 4
25 86 1
25 87 9
25 88 5
25 89 3
25 90 6
25 91 6
25 92 7
25 93 7
25 94 6
25 95 6
25 96 1
25 97 5
25 98 8
25 99 7
25 100 2
25 101 7
25 102 1
25 103 2
25 104 5
25 108 4
25 110 6
25 111 3
25 112 5
25 114 3
25 115 8
25 116 9
25 118 9
25 120 9
25 121 2
25 122 2
25 124 2
25 125 9
25 126 8
25 128 1
25 129 2
25 131 9
25 132 5
25 134 7
25 136 7
25 137 7
25 138 5
25 139 5
25 140 1
25 141 2
25 143 1
25 144 4
25 145 5
25 146 6
25 147 9
25 148 8
25 149 5
26 0 1
26 1 3
26 2 2
26 3 8
26 6 6
26 7 8
26 8 1
26 9 2
26 10 4
26 11 8
26 12 9
26 13 5
26 14 9
26 18 6
26 19 6
26 20 2
26 21 1
26 22 2
26 23 8
26 24 1
26 25 7
26 27 4
26 28 4
26 30 5
26 31 4
26 33 1
26 34 4
26 36 7
26 38 4
26 39 1
26 40 8
26 41 9
26 42 6
26 43 6
26 46 8
26 49 8
26 53 2
26 54 2
26 55 6
26 56 3
26 57 5
26 58 8
26 60 1
26 61 3
26 63 5
26 64 8
26 65 2
26 67 2
26 68 6
26 69 9
26 70 2
26 71 6
26 72 3
26 73 8
26 74 4
26 75 4
26 76 6
26 77 2
26 78 9
26 80 5
26 82 4
26 83 7
26 84 6
26 85 2
26 87 6
26 88 6
26 90 4
26 92 9
26 93 8
26 94 5
26 97 3
26 98 6
26 100 8
26 102 8
26 103 3
26 104 7
26 107 3
26 108 8
26 109 8
26 110 5
26 111 5
26 113 4
26 114 4
26 115 6
26 116 6
26 117 5
26 118 1
26 121 8
26 123 2
26 124 3
26 125 6
26 126 4
26 127 7
26 128 1
26 129 1
26 131 4
26 132 3
26 134 1
26 135 6
26 136 9
26 137 9
26 138 6
26 139 1
26 140 1
26 142 5
26 143 5
26 144 3
26 145 6
26 147 5
26 148 5
26 149 1
27 0 1
27 1 3
27 2 3
27 4 3
27 5 9
27 6 1
27 7 1
27 8 9
27 9 7
27 11 4
27 12 4
27 13 1
27 14 7
27 16 2
27 17 7
27 19 5
27 20 9
27 21 3
27 22 1
27 23 1
27 24 9
27 25 5
27 28 6
27 29 1
27 30 3
27 31 7
27 32 1
27 33 9
27 34 4
27 36 2
27 37 9
27 39 4
27 40 5
27 41 2
27 43 1
27 44 8
27 45 3
27 48 4
27 51 7
27 53 4
27 54 3
27 55 8
27 58 8
27 59 7
27 62 9
27 63 5
27 64 5
27 66 8
27 67 9
27 68 9
27 69 8
27 74 2
27 75 6
27 78 8
27 79 6
27 80 3
27 81 2
27 82 9
27 84 9
27 85 9
27 87 4
27 88 1
27 89 9
27 90 1
27 91 4
27 93 8
27 94 3
27 95 3
27 96 6
27 97 7
27 98 6
27 100 8
27 101 7
27 102 4
27 103 8
27 104 3
27 105 1
27 106 3
27 107 6
27 108 9
27 109 7
27 110 9
27 111 9
27 113 1
27 114 9
27 116 9
27 117 9
27 118 6
27 119 1
27 121 7
27 122 4
27 124 9
27 125 2
27 127 8
27 128 8
27 129 2
27 130 3
27 131 6
27 132 6
27 133 6
27 134 7
27 135 8
27 137 6
27 138 2
27 139 8
27 141 1
27 142 3
27 144 7
27 145 2
27 146 9
27 147 9
27 148 5
27 149 8
28 1 9
28 2 3
28 4 7
28 5 6
28 6 9
28 7 5
28 8 1
28 10 1
28 11 2
28 12 6
28 14 7
28 15 7
28 18 9
28 19 5
28 20 5
28 21 6
28 22 8
28 24 1
28 25 7
28 26 3
28 29 8
28 32 9
28 33 3
28 34 1
28 35 8
28 37 4
28 39 6
28 40 2
28 45 8
28 46 3
28 47 5
28 48 7
28 49 8
28 50 1
28 51 4
28 52 1
28 53 3
28 55 1
28 56 9
28 59 1
28 60 6
28 61 7
28 62 6
28 63 7
28 64 6
28 65 8
28 66 4
28 68 6
28 71 8
28 72 2
28 73 5
28 74 8
28 76 8
28 77 6
28 78 7
28 79 7
28 80 8
28 83 3
28 85 3
28 86 8
28 88 7
28 89 5
28 90 5
28 91 6
28 92 1
28 93 4
28 94 1
28 95 7
28 97 3
28 98 1
28 100 7
28 101 3
28 102 7
28 104 8
28 105 4
28 106 7
28 107 3
28 108 8
28 109 6
28 110 4
28 111 3
28 112 7
28 116 1
28 117 3
28 118 5
28 119 2
28 120 3
28 121 2
28 122 4
28 125 9
28 126 6
28 127 1
28 130 4
28 131 7
28 132 5
28 133 1
28 135 6
28 136 8
28 141 3
28 143 3
28 144 3
28 145 8
28 149 6
29 0 3
29 1 5
29 4 9
29 5 1
29 6 9
29 7 1
29 9 7
29 10 7
29 12 8
29 15 9
29 16 3
29 17 2
29 18 1
29 19 8
29 20 2
29 21 1
29 22 1
29 23 1
29 25 3
29 26 1
29 27 2
29 28 6
29 30 3
29 31 6
29 32 4
29 33 1
29 34 5
29 36 6
29 37 9
29 38 2
29 43 3
29 44 7
29 45 9
29 47 4
29 48 8
29 49 6
29 50 7
29 52 2
29 53 4
29 55 2
29 56 5
29 57 6
29 59 9
29 60 5
29 61 9
29 63 2
29 64 3
29 65 2
29 66 7
29 67 3
29 68 1
29 69 2
29 70 7
29 71 3
29 72 5
29 73 8
29 74 9
29 75 1
29 76 5
29 77 2
29 79 6
29 80 3
29 81 4
29 83 6
29 85 7
29 86 1
29 88 2
29 89 8
29 90 3
29 91 7
29 92 5
29 93 4
29 94 6
29 95 3
29 99 8
29 100 7
29 103 9
29 104 1
29 105 6
29 107 9
29 108 8
29 109 4
29 111 9
29 113 5
29 115 1
29 116 2
29 117 7
29 118 2
29 119 2
29 120 2
29 121 9
29 122 9
29 123 1
29 125 5
29 126 3
29 128 8
29 129 3
29 130 7
29 131 7
29 132 2
29 133 9
29 134 8
29 135 7
29 137 6
29 138 9
29 139 4
29 141 5
29 142 5
29 145 9
29 147 6
29 148 3
29 149 6
30 0 4
30 1 1
30 2 9
30 4 8
30 6 5
30 7 2
30 9 5
30 10 5
30 11 3
30 12 8
30 13 7
30 14 7
30 15 7
30 18 2
30 19 2
30 20 1
30 22 3
30 23 4
30 25 2
30 26 2
30 27 8
30 28 6
30 29 5
30 33 1
30 34 5
30 35 1
30 36 7
30 38 9
30 39 4
30 40 9
30 41 6
30 43 4
30 44 9
30 45 5
30 46 5
30 47 2
30 51 9
30 52 7
30 53 7
30 55 1
30 58 4
30 59 5
30 61 2
30 62 7
30 67 4
30 68 9
30 69 4
30 71 2
30 73 3
30 74 3
30 75 9
30 76 1
30 77 3
30 78 3
30 79 8
30 80 2
30 82 8
30 83 7
30 84 6
30 86 1
30 87 6
30 88 9
30 90 2
30 91 1
30 92 7
30 93 1
30 94 5
30 96 6
30 98 5
30 99 2
30 100 9
30 104 3
30 106 9
30 108 6
30 110 4
30 112 4
30 113 7
30 114 1
30 115 3
30 116 4
30 117 3
30 119 6
30 120 9
30 122 3
30 125 2
30 127 8
30 128 1
30 129 2
30 130 2
30 133 4
30 134 1
30 136 8
30 137 5
30 139 4
30 140 1
30 141 7
30 142 6
30 143 8
30 144 5
30 145 6
30 147 3
30 148 5
30 149 1
31 0 6
31 1 3
31 2 8
31 3 2
31 5 5
31 7 8
31 8 6
31 9 4
31 10 3
31 12 9
31 13 1
31 14 7
31 16 3
31 17 1
31 18 4
31 20 9
31 21 2
31 22 1
31 23 9
31 24 9
31 26 3
31 27 2
31 30 6
31 32 9
31 33 1
31 35 5
31 36 7
31 37 5
31 38 2
31 39 3
31 40 6
31 41 9
31 43 4
31 44 7
31 47 6
31 48 1
31 49 6
31 51 4
31 53 2
31 54 2
31 56 4
31 58 2
31 59 9
31 60 6
31 61 2
31 62 2
31 63 9
31 64 7
31 65 9
31 66 9
31 67 9
31 68 9
31 69 3
31 70 2
31 71 4
31 72 2
31 73 6
31 74 2
31 76 9
31 77 8
31 80 1
31 81 2
31 82 5
31 83 8
31 85 2
31 86 6
31 88 9
31 89 6
31 90 1
31 93 4
31 94 5
31 97 3
31 100 2
31 102 8
31 103 5
31 105 2
31 106 7
31 107 1
31 108 3
31 111 4
31 112 4
31 116 2
31 117 3
31 119 3
31 120 6
31 122 3
31 123 9
31 124 9
31 125 1
31 126 8
31 127 8
31 132 6
31 133 4
31 135 5
31 136 8
31 137 9
31 138 6
31 139 4
31 141 4
31 142 2
31 143 6
31 144 8
31 145 8
31 146 9
32 0 4
32 1 4
32 2 2
32 3 5
32 4 5
32 5 6
32 6 9
32 7 6
32 8 7
32 11 9
32 12 5
32 13 7
32 15 6
32 16 1
32 17 1
32 18 8
32 19 7
32 20 7
32 22 4
32 23 2
32 25 7
32 27 3
32 28 4
32 29 4
32 34 3
32 36 9
32 37 2
32 38 4
32 39 6
32 40 9
32 42 3
32 44 3
32 46 3
32 47 2
32 49 3
32 50 5
32 51 9
32 52 9
32 55 6
32 57 7
32 58 8
32 60 2
32 61 4
32 62 6
32 64 5
32 65 9
32 66 5
32 68 2
32 69 2
32 71 4
32 72 2
32 73 1
32 74 2
32 75 6
32 76 4
32 78 9
32 80 5
32 81 9
32 82 3
32 83 4
32 84 4
32 85 9
32 87 1
32 89 7
32 90 2
32 91 7
32 92 3
32 93 8
32 94 3
32 95 7
32 96 3
32 97 9
32 98 7
32 101 8
32 104 9
32 105 8
32 107 1
32 110 7
32 111 1
32 112 3
32 113 4
32 114 8
32 115 3
32 116 5
32 117 7
32 118 8
32 119 2
32 121 4
32 122 8
32 123 2
32 124 9
32 126 3
32 127 1
32 128 9
32 129 5
32 130 8
32 132 2
32 133 1
32 135 2
32 136 1
32 139 1
32 140 7
32 142 4
32 144 8
32 145 5
32 147 6
32 148 8
32 149 9
33 1 4
33 2 7
33 3 2
33 5 8
33 6 6
33 8 9
33 10 4
33 12 7
33 13 4
33 14 2
33 15 9
33 17 2
33 18 8
33 19 3
33 22 7
33 23 5
33 24 6
33 25 7
33 27 9
33 28 4
33 30 1
33 31 5
33 32 8
33 35 3
33 37 1
33 38 4
33 40 6
33 41 1
33 43 2
33 44 1
33 47 4
33 48 3
33 49 8
33 51 4
33 52 4
33 53 3
33 55 3
33 57 5
33 58 4
33 59 1
33 60 6
33 61 3
33 62 4
33 63 3
33 64 2
33 68 7
33 69 5
33 70 1
33 71 9
33 72 6
33 74 8
33 75 9
33 77 9
33 78 6
33 80 7
33 83 9
33 84 8
33 85 2
33 86 5
33 88 1
33 89 6
33 92 3
33 93 9
33 94 3
33 95 9
33 96 3
33 97 6
33 101 4
33 102 7
33 103 9
33 104 8
33 105 6
33 106 7
33 108 1
33 109 5
33 110 3
33 113 4
33 114 3
33 115 4
33 116 4
33 117 3
33 118 2
33 119 8
33 120 2
33 121 3
33 122 8
33 123 6
33 124 1
33 126 9
33 127 5
33 128 6
33 129 2
33 130 4
33 131 9
33 132 5
33 133 2
33 134 1
33 135 7
33 136 1
33 137 4
33 138 4
33 139 9
33 140 1
33 141 8
33 142 4
33 143 2
33 144 5
33 145 5
33 147 5
34 1 7
34 3 6
34 4 5
34 5 7
34 6 2
34 7 6
34 9 9
34 10 7
34 11 3
34 12 4
34 14 2
34 15 4
34 16 3
34 17 1
34 19 7
34 20 3
34 21 8
34 23 6
34 26 4
34 27 6
34 29 7
34 30 5
34 31 8
34 33 5
34 36 2
34 38 7
34 39 2
34 40 9
34 41 6
34 42 5
34 43 5
34 44 5
34 45 1
34 46 2
34 47 3
34 48 1
34 49 5
34 50 2
34 51 5
34 56 1
34 57 1
34 60 6
34 63 6
34 66 6
34 68 5
34 69 6
34 71 5
34 73 5
34 74 7
34 75 7
34 78 3
34 79 9
34 80 7
34 82 9
34 83 3
34 84 8
34 86 1
34 89 6
34 90 8
34 92 8
34 93 6
34 94 4
34 96 1
34 98 2
34 99 9
34 101 9
34 102 8
34 105 4
34 107 3
34 108 4
34 109 1
34 110 7
34 111 7
34 112 8
34 113 3
34 115 1
34 116 8
34 118 5
34 119 6
34 120 1
34 121 9
34 122 9
34 123 3
34 125 9
34 126 9
34 127 7
34 129 8
34 130 9
34 132 7
34 133 6
34 134 4
34 135 2
34 136 6
34 137 2
34 138 7
34 139 4
34 141 3
34 142 1
34 143 8
34 144 2
34 146 2
34 147 5
34 149 3
35 0 9
35 1 4
35 4 9
35 5 4
35 6 7
35 7 2
35 8 7
35 9 9
35 10 2
35 11 4
35 12 2
35 13 4
35 14 4
35 15 2
35 16 5
35 18 1
35 19 7
35 20 1
35 22 1
35 23 5
35 24 5
35 26 4
35 27 8
35 28 6
35 29 9
35 30 6
35 32 1
35 33 8
35 34 1
35 36 7
35 37 6
35 38 7
35 39 9
35 40 7
35 43 5
35 44 1
35 45 5
35 48 1
35 49 7
35 50 1
35 51 4
35 52 6
35 53 4
35 55 1
35 58 1
35 59 2
35 61 9
35 62 9
35 63 8
35 64 4
35 65 9
35 66 5
35 67 8
35 68 6
35 71 7
35 73 2
35 74 2
35 75 5
35 76 4
35 77 1
35 79 7
35 80 5
35 81 6
35 83 9
35 84 1
35 85 6
35 86 7
35 87 1
35 88 9
35 90 8
35 91 8
35 92 3
35 93 3
35 94 6
35 95 9
35 97 3
35 98 6
35 99 5
35 101 3
35 102 3
35 103 1
35 104 1
35 105 6
35 106 7
35 109 1
35 110 8
35 111 7
35 115 2
35 116 4
35 117 6
35 118 3
35 119 6
35 122 1
35 123 1
35 124 4
35 125 7
35 126 3
35 127 9
35 128 2
35 129 3
35 130 4
35 131 2
35 132 6
35 135 3
35 137 7
35 138 5
35 139 3
35 140 6
35 141 2
35 142 2
35 145 9
35 147 8
35 148 9
35 149 4
36 0 6
36 1 1
36 2 8
36 5 9
36 7 7
36 10 1
36 11 9
36 12 4
36 14 7
36 15 8
36 16 7
36 17 9
36 18 8
36 19 4
36 20 4
36 21 3
36 22 7
36 23 6
36 24 6
36 26 2
36 27 2
36 28 6
36 29 3
36 30 2
36 31 2
36 33 9
36 35 9
36 37 7
36 38 5
36 39 5
36 40 4
36 41 6
36 42 2
36 44 8
36 46 3
36 47 4
36 48 5
36 49 6
36 50 3
36 51 1
36 52 3
36 54 3
36 55 8
36 56 5
36 60 6
36 61 3
36 62 8
36 63 8
36 64 8
36 65 7
36 66 4
36 67 1
36 68 2
36 70 7
36 71 3
36 74 8
36 75 2
36 77 3
36 78 4
36 80 1
36 81 1
36 82 9
36 83 8
36 84 5
36 85 6
36 87 3
36 89 4
36 90 4
36 92 4
36 95 2
36 96 4
36 98 7
36 99 1
36 100 1
36 101 7
36 103 5
36 105 3
36 106 1
36 107 7
36 108 4
36 111 2
36 112 5
36 113 4
36 114 2
36 115 8
36 116 3
36 117 3
36 118 4
36 121 6
36 122 9
36 123 7
36 125 8
36 128 2
36 129 3
36 131 1
36 133 9
36 136 2
36 137 8
36 138 7
36 139 9
36 140 7
36 141 9
36 142 5
36 143 8
36 144 4
36 146 2
36 147 2
36 148 7
36 149 2
37 2 4
37 3 9
37 5 9
37 6 4
37 7 2
37 8 7
37 9 9
37 10 9
37 11 1
37 12 6
37 13 9
37 14 1
37 15 8
37 18 7
37 19 6
37 20 9
37 21 3
37 22 5
37 23 2
37 25 3
37 27 3
37 29 4
37 30 6
37 31 8
37 32 9
37 33 8
37 34 5
37 35 5
37 38 1
37 39 1
37 40 3
37 42 3
37 44 4
37 46 9
37 47 5
37 48 3
37 49 8
37 50 4
37 51 5
37 52 1
37 53 8
37 55 4
37 56 3
37 57 1
37 58 9
37 59 7
37 60 2
37 61 7
37 62 7
37 64 3
37 65 8
37 66 2
37 67 5
37 68 8
37 70 5
37 71 6
37 72 7
37 73 6
37 74 5
37 75 7
37 76 3
37 77 8
37 78 7
37 79 3
37 80 3
37 81 2
37 82 5
37 83 4
37 84 3
37 85 7
37 86 7
37 87 8
37 89 1
37 91 4
37 92 2
37 96 9
37 97 3
37 100 4
37 101 3
37 106 7
37 108 4
37 109 3
37 110 3
37 111 7
37 113 1
37 114 2
37 115 1
37 116 1
37 117 1
37 118 3
37 119 7
37 120 9
37 121 8
37 122 6
37 123 6
37 124 2
37 125 9
37 126 1
37 128 5
37 129 6
37 133 7
37 134 5
37 136 3
37 138 8
37 139 1
37 140 6
37 142 9
37 143 5
37 146 7
37 148 4
37 149 8
38 0 3
38 3 8
38 4 9
38 5 9
38 6 4
38 7 8
38 8 8
38 9 5
38 10 5
38 11 9
38 12 1
38 13 3
38 16 8
38 17 7
38 18 3
38 19 7
38 20 4
38 21 3
38 22 9
38 23 6
38 24 5
38 25 9
38 26 4
38 27 1
38 28 6
38 29 8
38 30 2
38 31 7
38 32 2
38 33 2
38 34 5
38 36 3
38 37 1
38 40 2
38 41 7
38 42 9
38 43 4
38 45 3
38 47 7
38 50 3
38 51 7
38 53 5
38 54 8
38 55 7
38 58 7
38 61 3
38 62 1
38 63 8
38 64 5
38 65 5
38 66 1
38 67 2
38 68 5
38 69 8
38 70 8
38 73 7
38 76 5
38 77 6
38 78 3
38 79 5
38 81 6
38 82 8
38 83 4
38 84 4
38 85 2
38 88 7
38 89 3
38 90 9
38 91 5
38 92 4
38 93 7
38 96 6
38 97 8
38 98 3
38 99 5
38 100 1
38 102 3
38 103 2
38 104 7
38 106 4
38 107 6
38 108 3
38 109 7
38 112 5
38 113 2
38 114 9
38 115 6
38 117 1
38 118 5
38 120 3
38 121 8
38 122 5
38 123 1
38 124 3
38 125 7
38 127 9
38 128 9
38 130 3
38 132 3
38 134 9
38 135 9
38 136 7
38 137 3
38 138 4
38 139 9
38 140 3
38 142 4
38 143 3
38 144 7
38 145 5
38 147 9
38 149 9
39 0 1
39 2 5
39 3 4
39 4 8
39 5 3
39 7 6
39 8 6
39 12 4
39 13 9
39 14 6
39 15 2
39 16 8
39 17 8
39 18 4
39 19 9
39 21 9
39 24 9
39 25 4
39 26 3
39 27 5
39 28 8
39 30 4
39 32 6
39 33 1
39 35 8
39 36 9
39 37 3
39 38 4
39 40 8
39 41 3
39 42 4
39 44 9
39 45 4
39 46 9
39 48 1
39 49 4
39 50 3
39 51 1
39 52 7
39 53 4
39 54 9
39 55 4
39 57 1
39 59 7
39 60 3
39 61 3
39 62 6
39 65 1
39 66 6
39 67 1
39 68 6
39 69 1
39 70 1
39 72 2
39 74 6
39 76 1
39 78 3
39 80 8
39 82 6
39 83 9
39 84 7
39 86 9
39 87 3
39 88 8
39 89 5
39 90 5
39 92 1
39 94 9
39 95 6
39 99 9
39 100 1
39 102 2
39 103 5
39 104 7
39 105 3
39 107 2
39 108 5
39 109 1
39 110 4
39 111 5
39 114 4
39 115 7
39 116 6
39 117 5
39 118 3
39 119 1
39 120 6
39 121 9
39 122 7
39 123 9
39 124 9
39 125 6
39 126 4
39 127 4
39 128 9
39 131 7
39 132 3
39 134 7
39 135 4
39 138 6
39 139 3
39 140 8
39 141 2
39 142 3
39 143 5
39 149 1
40 0 7
40 1 7
40 2 1
40 3 3
40 4 9
40 5 3
40 6 7
40 7 7
40 8 8
40 9 6
40 10 8
40 11 9
40 13 6
40 14 9
40 15 1
40 16 4
40 23 5
40 24 5
40 25 6
40 29 3
40 30 6
40 31 2
40 32 9
40 33 9
40 34 3
40 35 1
40 36 8
40 37 8
40 38 5
40 39 7
40 43 1
40 44 8
40 45 7
40 46 3
40 48 6
40 50 4
40 52 7
40 54 6
40 55 8
40 56 3
40 57 5
40 58 8
40 61 4
40 63 1
40 64 8
40 66 9
40 67 9
40 68 4
40 69 2
40 70 1
40 71 9
40 72 4
40 73 3
40 74 9
40 75 3
40 76 6
40 77 6
40 78 8
40 79 7
40 80 6
40 82 5
40 83 6
40 84 9
40 85 2
40 86 3
40 88 3
40 89 2
40 90 4
40 91 4
40 92 5
40 93 8
40 94 7
40 95 6
40 96 9
40 97 4
40 98 7
40 99 6
40 100 6
40 101 6
40 102 3
40 104 6
40 105 3
40 107 8
40 108 6
40 109 3
40 110 5
40 111 6
40 113 9
40 117 5
40 118 5
40 120 3
40 121 9
40 123 8
40 124 7
40 125 3
40 126 9
40 127 9
40 128 5
40 129 6
40 130 3
40 131 3
40 133 7
40 135 3
40 136 3
40 137 9
40 138 4
40 139 8
40 140 6
40 141 2
40 142 2
40 143 2
40 144 9
40 145 9
40 146 9
40 148 7
40 149 7
41 0 5
41 1 4
41 2 5
41 3 3
41 4 4
41 5 2
41 7 6
41 8 1
41 9 5
41 10 8
41 15 8
41 16 9
41 18 1
41 19 5
41 21 1
41 22 4
41 23 2
41 24 4
41 25 6
41 26 3
41 28 1
41 29 7
41 31 4
41 34 7
41 35 7
41 37 2
41 38 8
41 39 1
41 40 2
41 42 3
41 43 7
41 44 2
41 45 3
41 46 1
41 47 8
41 48 8
41 49 5
41 50 3
41 51 7
41 52 3
41 53 8
41 55 8
41 56 7
41 58 8
41 59 3
41 60 2
41 61 6
41 63 8
41 64 5
41 65 6
41 66 4
41 67 2
41 69 6
41 70 9
41 71 3
41 72 1
41 73 8
41 74 5
41 75 8
41 76 1
41 77 8
41 78 2
41 79 7
41 80 5
41 81 8
41 82 3
41 84 5
41 85 7
41 87 7
41 88 9
41 89 9
41 92 8
41 94 3
41 96 7
41 97 6
41 98 6
41 99 8
41 101 3
41 102 6
41 103 9
